tweet_no	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label	tweet_text
2053	yes	no	yes	no	yes	no	no	Oops! We have absorbed another 20 million for the &quot;new wave&quot; of covid in Bulgaria.
2054	yes	yes	yes	yes	yes	yes	no	And last night they convinced me that they had personally offered a friend BGN 3,000 to write to a deceased relative of Covid. When I asked who proposed them, how the relatives say what he died of, isn&#39;t it the doctor who wrote the act, I didn&#39;t get an answer.
2055	yes	no	yes	no	no	no	no	Infected with Covid-19 in our country again went to 300 a day https://t.co/YA9t9YZ7ia
2056	yes	no	yes	no	no	no	no	The coronavirus is SARS-CoV-2, but you can also call it COVID-19 https://t.co/VqRXxBbSfQ
2057	no					no	no	And now where: What to do if you lose your job because of COVID-19 by Victor Minchev https://t.co/PL8bS5Gb2j
2058	yes	no	yes	no	no	no	no	The Health Insurance Fund will pay for a COVID-19 test on admission to a hospital https://t.co/GGjQdUPW69
2059	yes	no	yes	yes	yes	yes	no	The creator of the US BioWeapons Act says that the coronavirus is a weapon of biological warfare https://t.co/6kgmEu5hHC
2060	yes	no	yes	no	no	no	no	Today we celebrate World Health Day - April 7. The occasion to turn to all of you working in the Bulgarian health system is your professional holiday. Now, more than ever, our society relies on you, your knowledge and experience. # COVID19 https://t.co/zJemvQGAMC
2061	yes	no	yes	no	no	no	no	We will cooperate with the UAE business in the fight against COVID-19 https://t.co/vCBnUc5yan
2062	yes	no	yes	no	yes	no	no	Ananiev: Bulgarian team is close to finding a drug against COVID-19 Read more here: https://t.co/de2vzR7IZo https://t.co/fZLIRLVCy8
2063	yes	no	yes	no	no	no	no	The coronavirus has shown that EU countries need to work better together to respond effectively to large-scale threats to human health. A new EU program aims to strengthen health systems and prepare them for future crises: https://t.co/DsAbYfMnqh #EuropeAgainstCOVID19 https://t.co/YrQOBll9cX
2064	yes	no	yes	yes	yes	no	no	Andrew Cuomo continues to use the word European virus for COVID-19, the same one that managed to reach 60% mortality in nursing homes in New York after his idiotic directive to isolate those infected in the beginning.
2065	yes	no	yes	no	no	no	no	European Parliament discusses misinformation about Covid-19 because it is a major public health problem https://t.co/yQpTLrb0mx
2066	yes	no	yes	no	yes	no	yes	Authorized treatment of COVID-19 with two drugs https://t.co/BtxBQaXfUw
2067	yes	no	yes	yes	yes	no	no	Naturally, #Taiwan must be involved in solving problems that directly affect it. But in 2016, under pressure from #China, #WHO removed the island nation and stripped it of its observer status. Politics should not be above science, especially in danger like #coronavirus. https://t.co/LkdL3QF7Ir
2068	yes	no	yes	no	yes	no	no	WHO: It is not certain that COVID-19 survivors develop immunity https://t.co/jxZXyUKAQ7
2069	yes	no	yes	no	no	no	no	People all over the world are dying of COVID-19, but only in Bulgaria this is impossible! In our country, the virus was invented to steal their money ...!
2070	yes	no	yes	yes	no	no	no	32.8% decrease in COVID-19 patients compared to the last two weeks, says Batze. At the same time, today we are: -28th in Europe (out of 48) in deaths per 1 million; -12 pcs. in critical condition; -13 by no. active cases; -40 on tests per 1 million. https://t.co/kBCPPCfriO
2071	yes	no	yes	no	no	no	no	The tests are being done after cases of # COVID19 in a mother and three children were identified yesterday https://t.co/PCQFkx2dUn
2072	yes	no	yes	no	no	no	no	The consequences of the # COVID-19 pandemic for the aviation sector are unprecedented! Providing financial assistance to one part of the aviation system cannot be at the expense of another! #OnlyTogetherWeCanMakeIt @EuropeanCommission @Eurocontrol @ iata.org # A4E #CANSO https://t.co/MphXS2MSii
2073	yes	no	yes	no	no	no	no	The party was expensive - @DjokerNole confirmed that he and his wife had tested positive for # COVID19, and the @AdriaTennisTour tournament was called off. https://t.co/RRJLX26GDW
2074	yes	no	yes	no	no	no	no	EU sets rules for mobile surveillance over Covid-19 https://t.co/PzoMN0euWz
2075	yes	no	yes	no	no	no	no	COVID is here and will stay for a long time https://t.co/xUowV1JhhW
2076	yes	no	yes	no	no	no	no	There are no infected with Covid 19 after the match CSKA -Levski. The conclusion is simple: Bulgarian football also kills the crown virus
2077	yes	no	yes	no	no	no	no	The Austrian government has allocated 30 million euros to support families with children affected by the Covid-19 crisis. 12,000 laptops will be distributed to needy students: https://t.co/JaagkXvKUc #COVID ー 19 #coronavirus #Austria https://t.co/z3zHbBbOHe
2078	yes	no	yes	no	no	no	no	The Russian vaccine against COVID-19 is incompatible with alcohol - Around the world and in our country - BNT News https://t.co/8db9pyc7ff
2079	yes	no	yes	no	no	no	no	In response to the # COVID19 crisis, France will set aside 1.2 billion euros to fight the pandemic in Africa. 🌍 Only with international solidarity will we win the battle against # COVID19. https://t.co/M59T0NHkt6
2080	yes	no	yes	no	yes	no	no	The UK is almost ready with a test that shows whether we have COVID-19 asymptomatic https://t.co/KZD6FPj5Ij https://t.co/og26VqfdsM
2081	yes	no	yes	no	no	no	no	Today is World Health Day, but COVID is putting all public sector health systems under pressure. We call for a new approach to funding, workers&#39; rights and respect for all health professionals https://t.co/9qGeeuzFrp https://t.co/dCxDZRqLz7
2082	yes	no	yes	no	no	no	no	After the threats for protests MT gave back for the COVID-hotel in Nessebar, waiting for a new offer https://t.co/yJ4QZsGWDF via @ News from Burgas
2083	yes	no	yes	no	no	no	no	The TÜV AUSTRIA Covid Shield standard confirms compliance with epidemiological measures through external audits. It protects the health of employees and customers, as well as the continuity of your business. It is aimed at shops; school institutions; restaurants, hotels and salons in the field of services https://t.co/mfYqqsnvXr
2084	yes	no	yes	no	no	no	no	🇪🇺100 Intelligent Cities Challenge connects cities in a network, and this year will help them get through the crisis after COVID-19, building smart, green and sustainable economic development based on innovation. #movebg #editbg #innovation #sofia #plovdiv #varna #ruse #news https://t.co/vH2oXZpNwA
2085	no	no				no	no	This is already important for BG https://t.co/vI3cZBOpK4
2086	yes	no	yes	no	yes	no	no	The COVID-19 vaccine: Moderna&#39;s first human test results are encouraging https://t.co/ff5gfAWLxD
2087	yes	no	yes		no	no	yes	Beijing has officially announced the drug that quickly eliminates COVID-19 (PHOTOS) https://t.co/uuzLhPUIJI https://t.co/foyGohQoeT
2088	yes	no	yes	no	no	no	no	Meeting on the implementation of measures to limit the spread of COVID-19 (live) https://t.co/vP1L4QKOjf https://t.co/62IwO6LwEv
2089	yes	no	yes	no	no	no	no	📲💻 👉 The application #ViruSafe of @ScaleFocus - already in #AppleStore and #GooglePlay: https://t.co/cS3SM8ckqW # COVID19, @esribulgaria, #infected, #health status, #prop #, MobileInformation, @SoftG #application, # САС https://t.co/7ECZzQuSdS
2090	yes	no	yes	yes	yes	no	no	The UN secretary general has warned that extremist groups are taking advantage of the Covid-19 problem and stepping up their efforts on social media to recruit young people who spend more time online.
2091	yes	no	yes	no	no	no	no	Well, civilized countries do not close their parks to people, but only to cars. These cars are not people. https://t.co/iVY7kANBp9
2092	yes	no	yes	no	no	no	no	. @ EP_President The Eurogroup proposal transforms Eur. stability mechanism in the rescue mechanism of Europe from # COVID19. Available for immediate use for greater capacity of health facilities, hospitals and research centers. To save the lives of Europeans. https://t.co/dDkN9yD7LA
2093	yes	no	yes	no	yes	no	no	Russia https://t.co/tmAejKl2xu insured for first-line doctors in the fight against COVID-19
2094	yes	no	yes	no	yes	no	no	The new text in our joint column with @AEJBulgaria #chronicinainfodemia is by @joannaelmy, dedicated to the disinformation techniques used to suggest that the EU is failing in the fight against COVID-19. In Bulgaria the same schemes and methods are used. https://t.co/uAC98g362K
2095	yes	no	yes	no	no	no	no	@GeorgiGeorgief &quot;Infirmary&quot; will be better equipped than the hospitals we have here ... https://t.co/SRFmj4btkF
2096	yes	yes	yes	no	yes	no	no	The United States left the world without a cure for COVID-19 https://t.co/EbCJr9cR4T via @News from Kazanlak - PressTV https://t.co/0bJg2GOTNs
2097	yes	no	yes	no	no	no	no	Assoc. Prof. Atanas Mangarov: 70% of the people in our country have to earn COVID-19 https://t.co/DroffrLFOs through @News from Kazanlak - PressTV
2098	yes	no	yes	no	no	no	no	Live from the press club of @EuranetPlus - the EU news network, today at 3 pm: on the EU budget as a key tool for growth and the fight against # COVID19: https://t.co/EF6bhlPqgS #EUnitedinmotion https : //t.co/hWcCym44PC
2099	no		yes	no	no	no	no	Any economic forecast currently from an institution or person who does not apply to it and a schedule for a therapeutic drug, vaccine or herd immunity for # COVID19 is most likely nonsense.
2100	yes	yes	yes	yes	yes	yes	no	Kovid tests are useless - facts https://t.co/CsYRnlnFyG
2101	yes	yes	yes	no	yes	no	no	Bulgarian coronavirus may develop immunity against COVID-19 https://t.co/6wW9FLUuL1
2102	yes	no	yes	no	no	yes	no	The number of cases of COVID-19 in Russia exceeded 500,000
2103	yes	no	yes	no	yes	no	no	Petition seeks Ananiev&#39;s immediate resignation https://t.co/CN1jGmh7sJ via @centerprh
2104	yes	no	yes	no	no	no	no	Full opening of borders in #Europe and free movement of people possible by mid-June # COVID19 https://t.co/twJ7SkeVBR
2105	yes	no	yes	no	no	no	no	The full name of the virus was Covid-1984
2106	no			no		no	no	See the other countries for which the quarantine and the obligation to submit a negative #PCR test for # COVID19 are waived https://t.co/ABhCbd25Tf
2107	yes	no	yes	no	no	no	no	Successful closing of negotiations for a new trade agreement between the EU and Mexico! 🇪🇺🤝🇲🇽 It will eliminate all customs duties on trade in goods. Now more than ever we need good post-crisis recovery partnerships with # coronavirus👉https: //t.co/ns7KPHufNi #EUTrade https://t.co/ukI8a4p5mK
2108	yes	no	yes	no	no	no	no	In connection with the recommendations of the operational headquarters of Sofia Municipality for maximum restriction of social contacts in order to prevent the spread of # COVID19, we inform citizens about the opportunities for communication with the administration electronically 👉https: //t.co/dn5EcEZ2Yv https: // t.co/1YKHDQXyFe
2109	yes	no	yes	no	yes	no	no	Prof. Yonko Mermerski patents a quick test for COVID-19, gives it for free to Bulgaria - https://t.co/nk5KnDlKme https://t.co/vq3QZq1kRJ
2110	yes	no	yes	no	no	no	no	The conversation was part of @ManfredWeber&#39;s meeting with #YoungMembersNetwork, whose coordinator is @EvaMaydell. The results of the initiative for talks between MEPs and experts were presented, outlining measures to address the consequences of # COVID19. https://t.co/ycQLeH5hsG
2111	yes	no	yes	yes	yes	yes	no	AIDS scientist: Covid-19 may have been created in artificial conditions https://t.co/LOnXjjdlfv
2112	no					yes		When everything is 5 for 4, only the jeep is a salvation (for BB). And of course, He does not grant anything, we pay the expenses. We must write this pre-election waste to his account. https://t.co/hPpoRpLvXf
2113	yes	no	yes	no	no	no	no	30 new people infected with COVID-19, 13 are in hospital. The total number of cases is 611 https://t.co/ErFD3u31FG
2114	yes	no	yes	no	yes	no	no	Swedish strategy against coronavirus will soon become global @ForeignAffairs https://t.co/Pxl9oQhIMS
2115	yes	no	yes	no	yes	no	no	New day! Japanese PM resigns, COVID vaccine will be free https://t.co/iINVqlE1R7 Subscribe: Spotify -&gt; https://t.co/0WI20cn4sX Apple -&gt; https://t.co/Naf2k0qIjA Google -&gt; https : //t.co/M2MJ9USdoK
2116	no					no	no	European citizens will only be safe when everyone is saved by #coronavirus чете Learn more about ва vaccine strategy: 👉 https://t.co/dJkPp8Yji1 #UnitedAgainstCoronavirus #StrongerTogheter #GlobalResponse #VaccinesWork https:. co / fUBizTys04
2117	yes	no	yes	no	yes	no	no	French doctors report the first case of # SARSCoV2 transfer from mother to embryo through the placenta. The pregnant woman became infected during the last trimester, and the degenerated baby had neurological disorders https://t.co/ga7JXgP6hD
2118	yes	no	yes	no	yes	no	no	This photo gained great visibility on Arab social networks. A man is shooting at protesters in Baghdad, and the inscription in the foreground reads &quot;Peaceful Baghdad&quot; ... The protests are against the reluctance of the elite to undertake the necessary reforms, justifying the Covid-19 pandemic. https://t.co/zu5LwXIEC0
2119	yes	no	yes	no	no	no	no	@No_name_No_user went looking for BGN 1,800, but did not find it and decided to write an article, at least Soros gave some money. Read it, they pay him for clicks! https://t.co/dx3VaHY0jR
2120	yes	no	yes	no	yes	no	no	It turns out that Spain and Portugal are &quot;fried&quot; with hundreds of thousands of fake &quot;quick tests&quot; for coronavirus 😏 https://t.co/IkPhdocJo2
2121	yes	no	yes	no	no	no	no	Minister Ananiev presented detailed information on all donations received in connection with the pandemic from COVID-19 https://t.co/IoBmtnieCP
2122	yes	no	yes	no	no	no	no	#IraqiKurdistan has declared a state of emergency and a blockade of the entire territory after more than 100 new Covid-19 cases were registered in a day. # Iran has also re-announced a blockade of five provinces after lifting coronavirus restrictions in April.
2123	yes	no	no	no	no	no	no	TIL The abbreviation for the Romanian Emergency Rescue Service, whose paramedics are at the forefront of the fight against COVID-19 in the country and in neighboring Moldova, is SMURD. Quite sinister. https://t.co/uQHrecEvLY
2124	yes	no	yes	no	no	no	no	I predict increased demand for luxury and powerful cars (not electric) because of # covid19 and in general, the renaissance of the big personal car
2125	no	no				no	no	They give us again on TV https://t.co/YLdiDvps2v
2126	yes	no	yes	no	yes	no	no	More than half of the beds for patients with COVID-19 are occupied in Sofia: https://t.co/yL7f2Hayjj https://t.co/gbZzJfhDYn
2127	yes	no	yes	no	no	no		Despite the data from the last days, the Minister of Health reported that the number of infected and dead from COVID-19 in Bulgaria is low compared to other countries and this low level is due to the measures taken - in advance, and then by the government.🤦‍♀️ https : //t.co/6PdR9ivJRD
2128	yes	no	yes	no	no	no	no	The COVID-19 crisis, a sludge dump accident near Pernik, Zaev believes in our friendship ... https://t.co/XtnRfM7qWW
2129	no					no	no	PFC Septemvri AD - Sofia declares strict compliance with the rules, believing that all teams must show maximum discipline related to overcoming the pandemic of Covid-19!
2130	yes	no	yes	no	no	no	no	(Insurmountable) difficulties to be chronically ill in Bulgaria during the COVID pandemic https://t.co/KHjnBgFRJx
2131	yes	no	no	no	no	no	no	I have about 30 different beer glasses, but I chose to pour my beer into a jar. #notglass #jar #beer #cerveza #bier #pivo #stayhome #staysafe #cheers #zzdrave #birenoshkembe https://t.co/yYlMTqQs2I
2132	yes	no	yes	yes	no	no	no	There is hope! Covid-19 is already making politicians. Today I read that the British Deputy Minister of Health is infected. Hopefully soon in Bulgaria the media will publish reports about 240 deputies, about 50 ministers and 10-15 flights with municipal officials. I&#39;m starting to like this virus, e €€ ba ...
2133	yes	no	yes	yes	yes	yes		By saying that they are tightening the measures, the government is actually loosening them. It is not very clear who the lie is ... Enjoy COVID-19! Coming soon in the State Gazette! https://t.co/YY8yZofqr6
2134	yes	yes	yes	no	yes	yes	no	Dr. Medjidiev with a shocking speech about death and COVID-19: These two weeks decide the future of our country https://t.co/BXthwKkUnI
2135	yes	no	yes	no	no	no	no	The New York Times honored the memory of the COVID-19 victims with their names on the front page https://t.co/9AS4J6gWBm
2136	yes	no	yes	no	no	no	no	Trump has said he will not quarantine the United States in the event of a second wave of Covid-19 The President of the United States https://t.co/hkraHQrwUo
2137	yes	no	yes	no	no	no	no	Protective plexiglass barriers against coronavirus in California schools https://t.co/KBLHPmQ5NV via @@ danyboneva
2138	yes	no	yes	no	yes	no	yes	The Russian vaccine against COVID-19 created immunity in all volunteers https://t.co/OuImmaL4MX
2139	yes	no	yes	no	no	no	no	Brazil is already the third largest COVID-19 in the world https://t.co/5hrDaVRSCC
2140	yes	yes	yes	no	yes	yes	no	Former №1 in tennis: COVID-19 is a preparation for chipping people https://t.co/etixEBhC8G
2141	yes	no	yes	no	no	no	no	National Assembly ratifies agreement for purchase of vaccines against COVID-19 https://t.co/4VvnMa4LYW
2142	yes	no	yes	no	no	no	no	Volunteers help Uni Hospital overcome the COVID-19 crisis https://t.co/TFutfSxBuz https://t.co/rlj9KQn2T9
2143	yes	no	yes	no	no	no	no	A 74-year-old woman with COVID-19 died at the Haskovo hospital https://t.co/L9HMBiJ1AE
2144	yes	no	no	no	no	no	no	The results of the tests for COVID-19 in CSKA have been released: Army men, today the results of the PCR tests for COVID-19, which were made yesterday in CSKA, have become clear. Absolutely all the players, coaches, managers and people from the sports and technical staff of the team… https://t.co/KX4VhGo7xq
2145	yes	no	yes	no	yes	no	no	Bulgaria buys 1 million tests for COVID-19 https://t.co/tSIsFMvzls
2146	yes	no	yes	no	no	no	no	13 are the new cases of COVID-19 in the field for the past day https://t.co/y7ZjB9zPls
2147	yes	no	yes	no	no	no	no	24 new with Covid-19, none 1 from the Northwest: https://t.co/odbEXBdbGT https://t.co/oq02DbbFRv
2148	yes	no	yes	no	no	no	no	Vik - Varna suspends access to its company due to infected employees: Due to the infection from Covid-19: &quot;Water Supply and Sewerage - Varna&quot; restricts visits to the company Due to the high levels of prevalence and frequent cases of disease / W95DKYHXGI
2149	no					no	no	It was calm, like the common flu. Nothing we&#39;ve seen before. More people die from malaria. We need 70% to be infected. We want our freedom! https://t.co/FGnHMuDZQw
2150	yes	no	yes	no	yes	no	yes	USA: Remdesivir accelerates recovery from Covid-19 (VIDEO) https://t.co/UF2E8TjVww
2151	yes	no	yes	no	no	yes	no	Four with COVID-19 in the area, the new ones are from Thrace paper and a wiper in Scorpio https://t.co/IaACVIsYWi
2152	no	no				no	no	COVID-19 Distribution Map Updated in real time. https://t.co/LRMABRlt1a
2153	yes	no	yes	no	yes	yes	yes	Facebook will collect data on the movement of users to help fight Covid-19 https://t.co/9GY5jsRnZx
2154	yes	no	yes	no	no	no	no	50% of the software companies in our country assess as negative the impact of COVID on their financial condition https://t.co/UL2CDe4Mzi
2155	yes	no	yes	yes	yes	no	yes	Professor Stefano Montanari for COVID-19: &quot;It will end, we all have to get vaccinated.&quot; (VIDEO) https://t.co/CJdnRyRDTl
2156	yes	no	yes	no	no	no	no	The new ones with Covid-19 are from Panagyurishte, Septemvri, Sarnitsa and Pazardzhik https://t.co/1QHRJ32vZF
2157	yes	no	yes	no	no	no	no	MEPs listen to Borissov on measures to tackle COVID-19 crisis https://t.co/mPdN9v1Ydl
2158	yes	no	yes	yes	yes	no	yes	COVID-19 killed Metropolitan Ambrose https://t.co/svte5n4Soy #flagman via @FlagmanBG
2159	yes	yes	yes	yes	no	yes	yes	Covid-19 will never be solved by today&#39;s medical system because Western medicine is designed to profit from disease https://t.co/2Pps41E10Y
2160	yes	no	yes	no	no	no	no	By the end of next year, we will have finished the pandemic. https://t.co/M2zZWKTWDy
2161	yes	no	yes	no	no	no	no	Youth coach: COVID-19 is awesome! Don&#39;t underestimate it VIDEO https://t.co/1l23eFFt2c https://t.co/NRRjhh144B
2162	no					no	no	No testing, no problem 😀 https://t.co/whcEfkKpQL
2163	yes	no	yes	no	no	no	no	We are looking for innovators, programmers, mentors, startups, universities, civil society organizations for the hackathon #EUvsVirus 24.-26.04.20 for emergency solutions in #healthcare, support for #business #distance #training #SocialConnectivity #DigitalFinance See https: // t. co / 0L2yduzZHT https://t.co/ES6pm4pUZn
2164	yes	no	yes	no	yes	no	no	Defective laboratories for COVID-19 testing are less than 10% Banker https://t.co/Yy0KRZcEHB
2165	no		yes	yes		no	yes	There is no going back or how the COVID-19 pandemic changed banks forever https://t.co/1M780H4hu3
2166	yes	no	yes	no	yes	no	no	Fewer hospitals in Sofia to treat patients with COVID-19, directors want https://t.co/8Up3VSs6R3
2167	yes	no	yes	no	no	yes	yes	174 new cases of Covid-19 and 8 new victims of the virus have been registered around the clock https://t.co/w1o0reNhrb
2168	yes	no	yes	no	no	no	no	ASB: Measures against COVID-19 to be implemented decisively, without double standards https://t.co/scgYC8ml7B
2169	yes	no	yes	no	no	no	no	. @ EP_President Sasoli: The coronavirus obliges us to be responsible and careful. Following the latest measures adopted in Italy, I will act as President from my home in Brussels for 14 days as a precautionary measure under Parliament&#39;s health protocol https://t.co/AnkNzwRbuf https://t.co/iJrM5fW3aL
2170	yes	no	yes	no	no	no	no	Bulgaria receives the least money to fight the effects of Covid-19 https://t.co/pNu3U3gfR8
2171	yes	no	yes	no	no	no	no	Russia says it is waiting for a response from Georgia to the request to visit Richard Lugar&#39;s laboratory https://t.co/lGqZKjnVrr
2172	no	no				yes	yes	How cured as there is no cure https://t.co/ldph4sLeSJ
2173	no	no		no		no	no	&quot;ZWo44ZfI3krzyrH The commissions stopped us because of Covid, but yes, a lot of money would fall from this deal. The boss told me to tease his boss about her commission
2174	no				no	no	no	What are the requirements for &quot;self-imposed quarantine&quot; for those arriving in the Netherlands from Bulgaria https://t.co/izDmbMTogQ via @@ danyboneva
2175	yes	no	yes	yes	yes	no	no	Michael Flor - the patient with COVID-19 and the $ 1.2 million bill for his treatment https://t.co/xxkPy27EhS
2176	yes	no	yes	yes	no	yes	yes	Bill Gates, the coronavirus, Facebook and why the founder of Microsoft blamed social media for the rapid spread of COVID-19 in the United States https://t.co/0DjvpgF9rL
2177	yes	no	yes	no	no	no	no	The number of people infected with COVID-19 worldwide exceeded 18 million https://t.co/FajuI4uvxZ
2178	yes	no	yes	no	no	yes		In Germany, they do 500,000 tests a week. Here, by the end of the picture, that idiot with the jeep will do so much. https://t.co/obmzd4HPL7
2179	yes	no	yes	no	no	no	no	Because of COVID-19: Hiring in Ruse for the next quarter is drastically falling https://t.co/7gkRUz108h https://t.co/YxVtHzA26C
2180	yes	no	yes	no	no	no	no	Passengers from the Amsterdam-Sofia flight with a positive test for COVID-19 https://t.co/kyB0KEW24H
2181	yes	no	yes	no	yes		yes	Algae extract hits COVID more successfully than Remdesivir https://t.co/mbBq9YEwYB
2182	yes	no	yes	no	no	no	no	In Sarnitsa there is a dynamic movement of people to their jobs, so that in addition to Pazardzhik there is a risk for people in Smolyan and Blagoevgrad regions. This was explained by the Chief Health Inspector Assoc. Prof. Angel Kunchev https://t.co/tprEPpuQR0
2183	yes	no	yes	no	no	no	no	Three new people infected with COVID-19 in Burgas region, among them a nurse https://t.co/T3yaMFyls1 via @ News from Burgas
2184	yes	no	yes	no	no	no	no	477 are confirmed with COVID-19 in our country, death in Stara Zagora https://t.co/7mLQfk55lt
2185	yes	no	yes	no	no	no	yes	Coface: A wave of bankruptcies is expected in the United States due to COVID-19 Banker https://t.co/TopHDHV7br
2186	yes	no	yes	no	no	no	yes	A whole neighborhood in Kyustendil is closed because of COVID-19 in the municipality https://t.co/D8gcOCoULB
2187	no		yes	yes	yes	no	no	An example of a scenario from our common future: in Miami, all roads are being built so that they are not under water; the crown + the possibility of some huge storm (at the moment). On top we can put fires, hunger, less electricity, clean water and peace. At the same time. https://t.co/BHwXyaBHvm
2188	yes	no	yes	no	no	no	no	The condition of the woman from Gabrovo is improving with doubts about COVID-19 https://t.co/6m0u2Qub87 through @News from Kazanlak - PressTV
2189	yes	no	yes	no	no	yes	yes	Our doctor said what COVID-19 and HIV have in common https://t.co/jArDtaQhyJ
2190	no					yes	no	I&#39;m sorry, but it&#39;s hard for me to take seriously an article starting with British scientists found ... https://t.co/UVKZfaXgdK
2191	yes	no	yes	no	no	no	no	COVID-19 ate every second ticket for cinema and theater (TOPIC) https://t.co/aQkHioXKGv
2192	yes	no	yes	no	yes	no	yes	BCG mass vaccine slows the spread of COVID-19 https://t.co/NJSnC7AjiM
2193	yes	no	yes	no	yes	no	yes	First drug against COVID-19 awaits EU marketing authorization https://t.co/2MuBEM5R47
2194	yes	no	yes	no	no	no	no	New patient in Ruse region: An elderly woman from Glodjevo is infected with COVID-19 https://t.co/dTeu512RiE
2195	yes	no	yes	no	no	no	no	The director of a clinic in northern Macedonia is the fourth to be infected with COVID-19 https://t.co/HFg2nX0Md5
2196	yes	no	yes	no	no	no	no	WHO with new, very important revelations about the transmission of COVID-19 https://t.co/lDuGxI8w4x
2197	yes	no	yes	no	no	no	no	@brrrrummmmm @GeneralMelchett @takeonmenow 1. China has been reviving companies since February. Here&#39;s how: https://t.co/NnTOaFSXwg 2. The percentage today is 98.6 but only for large companies. The rest started on March 1 and are 1% per day. Here: https://t.co/9PSHKKbqyI
2198	yes	no	yes	no	no	no	no	The incidence of coronavirus in our country remains low. For the last 24 hours, 24 new cases of Covid-19 have been identified. https://t.co/dAVcdCzTxP
2199	yes	no	yes	no	no	no	no	Parliament adopts tougher measures against COVID-19 https://t.co/BidtybNWA6
2200	yes	no	yes	no	yes	no	no	Smokers&#39; lungs may contain more than the receptors the new coronavirus uses to invade cells. This could explain why smokers infected with the virus appear particularly vulnerable and prone to serious illness. https://t.co/39Nfoo4xw1
2201	yes	no	yes	yes	no	no	no	Prof. Dimitar Ivanov: COVID-19 will hit today&#39;s dominant political system https://t.co/CBqmh350ID via @Bulgarian Times
2202	yes	no	yes	no	no	no	no	The chief architect of Blagoevgrad is with COVID-19 https://t.co/Wf8YIkdhjE via @BreakingBG
2203	no	no	yes	no		no	no	Covid-19 106 day Blue - total number of infected (right) Red - calculated trend with data 10 days ago Green - illuminated Orange - number of all infected, divided by the number of days Yellow-with active infection: infected minus recovered and died (average) ) Gray - discovered / tested 10 https://t.co/Weid2VD77h
2204	yes	no	yes	no	yes	no	no	The company with a molecule against COVID 19, with the grand prize of 24 hours for innovative companies - https://t.co/nk5KnDDlKO https://t.co/jyNF1D80er
2205	no					no	no	Wonderful graphics have been formed in one month ... https://t.co/Zacp6KMpYV
2206	yes	no	yes	no	no	no	yes	WHO: It is not possible to determine the source of COVID-19 https://t.co/X5DfQyoQVF
2207	yes	no	yes	no	yes	no	yes	The UK will try to treat COVID-19 with blood plasma https://t.co/JWiuwZLBAW
2208	yes	no	yes	no	no	no	no	New 43 infected with #COVID, including 6 medics https://t.co/opdW0kSJzD
2209	yes	yes	yes	no	no	no	no	The # COVID19 pandemic will end in 20-22 days, predicts macroeconomist Velichka Rangelova, a former deputy director of the # NSI. # news # pandemic # coronavirus # economy # crisis # economic life https://t.co/pGkV0rVHuR
2210	yes	no	yes	no	no	no	no	Gen. Mutafchiiski: The growth of COVID-19 patients is real - bTV News https://t.co/ekgrOKZR5J
2211	yes	no	yes	yes	yes	yes	yes	The United States is also monitoring phones to study the spread of COVID-19 https://t.co/QQTWyOI6G1 https://t.co/qP8myv2vwc
2212	yes	no	yes	no	no	no	no	COVID-19 and the Geodesy Agency: The building is closed https://t.co/YzaP45OTKv
2213	yes	no	yes	no	no	no	no	If the mortality rate is 0.5%, it means that 3.7 million European dry twigs will burn. Let someone bill me for seasonal flu, malaria and alcohol. https://t.co/O5ZzdL5UrY
2214	yes	no	yes	no	yes	no	yes	The Bulgarian medicine for Covid and other scientific discoveries at NIGHT https://t.co/4Fusoo6nMP 😯
2215	yes	no	yes	no	no	no	no	BFU will pay for COVID-19 tests for all teams https://t.co/KhNHBjy4Qt
2216	yes	no	yes	no	yes	no	no	15 of the 16 new cases of COVID-19 in Veliko Tarnovo - from the proms - https://t.co/ufkZTSAcvM https://t.co/LHy1e9lUPZ
2217	yes	no	yes	no	yes	no	no	New scam: Anonymous traders sell COVID-19 tests online (VIDEO) https://t.co/svGKxQ0JhE
2218	yes	no	yes	no	no	yes	yes	FIRST IN: Gen. Mutafchiiski guessed - I&#39;m already dying of COVID-19! The virus took the record 16 victims in 24 hours, 10 more medics were infected https://t.co/BZ2u0SWKAD
2219	yes	no	yes	no	no	no	no	Germany: New measures for business and the economy because of COVID-19 https://t.co/2MuG0aRbOp
2220	yes	no	yes	no	no	no	no	Two babies infected with coronavirus in Plovdiv https://t.co/ERXhjBDh6n
2221	yes	no	yes	no	no	no	no	In Spain for the first time in 3 months no one died of COVID-19 https://t.co/2VgUcuqiWf
2222	yes	no	yes	no	no	no	no	The wave of COVID-19 in the Balkans has calmed down a bit, growing in Western European countries - Kunchev https://t.co/GyL7pDvUYI
2223	yes	no	yes	no	no	no	no	New York Times &quot;lists the names of COVID-19 victims on the front page https://t.co/6if2z839oz
2224	yes	no	yes	no	yes	no	no	WHO: So far COVID-19 has no more dangerous mutations https://t.co/bqqZOD8Hnc
2225	yes	no	yes	no	no	no	no	Adults with Covid-19 from the Home in the village of Gara Oreshets are housed in hospitals https://t.co/5PhwQaJz2w
2226	yes	no	yes	no	no	no	no	The world is starting to raise the first $ 8 billion from Europe. for treatment and vaccine for COVID-19 https://t.co/20TWoJwHC3
